Keyword,Title,Link,Date,RelevanceScore
môi trường,"Nỗ lực tạo lập môi trường kinh doanh thuận lợi, thông thoáng cho ...",https://baocantho.com.vn/no-luc-tao-lap-moi-truong-kinh-doanh-thuan-loi-thong-thoang-cho-doanh-nghiep-a173714.html,15-05-2024,0.6385
phát triển bền vững,Triển khai Đề án Phát triển bền vững 1 triệu héc-ta chuyên canh lúa ...,https://baocantho.com.vn/trien-khai-de-an-phat-trien-ben-vung-1-trieu-hec-ta-chuyen-canh-lua-chat-luong-cao-phat-thai-thap-ga-a169952.html,5/2/2024,0.6384
biến đổi,"Canh tác an toàn, thích ứng biến đổi khí hậu để đảm bảo lợi nhuận ...",https://baocantho.com.vn/canh-tac-an-toan-thich-ung-bien-doi-khi-hau-de-dam-bao-loi-nhuan-cho-nha-nong-a172875.html,24-04-2024,0.6373
phát triển bền vững,Tham vấn các bên liên quan phát triển bền vững khu vực hạ lưu ...,https://baocantho.com.vn/tham-van-cac-ben-lien-quan-phat-trien-ben-vung-khu-vuc-ha-luu-song-mekong-a181237.html,8/12/2024,0.6342
tín chỉ carbon,COP29 đạt được thỏa thuận khởi động giao dịch tín chỉ carbon toàn ...,https://baocantho.com.vn/cop29-dat-duoc-thoa-thuan-khoi-dong-giao-dich-tin-chi-carbon-toan-cau-a180794.html,25-11-2024,0.6306
năng lượng,Đông Nam Á hướng đến kỷ nguyên năng lượng hạt nhân - Báo Cần ...,https://baocantho.com.vn/dong-nam-a-huong-den-ky-nguyen-nang-luong-hat-nhan-a181245.html,8/12/2024,0.6206
phát triển bền vững,"Phát triển bền vững, toàn diện, chuyên nghiệp ngành Halal Việt ...",https://baocantho.com.vn/phat-trien-ben-vung-toan-dien-chuyen-nghiep-nganh-halal-viet-nam-a180659.html,21-11-2024,0.6183
biến đổi,"Biến đổi khí hậu có thể gây thêm 14,5 triệu ca tử vong tính đến năm ...",https://baocantho.com.vn/bien-doi-khi-hau-co-the-gay-them-14-5-trieu-ca-tu-vong-tinh-den-nam-2050-a169152.html,18-01-2024,0.6148
biến đổi,Phụ nữ bên lề cuộc chiến chống biến đổi khí hậu - Báo Cần Thơ ...,https://baocantho.com.vn/phu-nu-ben-le-cuoc-chien-chong-bien-doi-khi-hau-a180485.html,16-11-2024,0.6133
phát triển bền vững,Hội thảo “Ứng dụng công nghệ sinh học - Phát triển bền vững” - Báo ...,https://baocantho.com.vn/hoi-thao-ung-dung-cong-nghe-sinh-hoc-phat-trien-ben-vung--a180136.html,6/11/2024,0.6109
phát triển bền vững,Tìm giải pháp phát triển bền vững sản xuất giống cá tra - Báo Cần ...,https://baocantho.com.vn/tim-giai-phap-phat-trien-ben-vung-san-xuat-giong-ca-tra-a179701.html,24-10-2024,0.6106
nhà kính,"Canh tác lúa bền vững, giảm phát thải nhà kính - Báo Cần Thơ Media",https://baocantho.com.vn/video/xem-video/canh-tac-lua-ben-vung-giam-phat-thai-nha-kinh-3349.html,6/6/2024,0.6045
phát triển bền vững,Liên kết để vùng ĐBSCL phát triển bền vững - Báo Cần Thơ Online,https://baocantho.com.vn/lien-ket-de-vung-dbscl-phat-trien-ben-vung-a181792.html,23-12-2024,0.6024
thích ứng,Nâng cao năng lực doanh nghiệp để thích ứng yêu cầu chuyển đổi ...,https://baocantho.com.vn/na-ng-cao-na-ng-lu-c-doanh-nghie-p-de-thi-ch-u-ng-ye-u-ca-u-chuye-n-do-i-xanh-gia-m-pha-t-tha-i-a177290.html,15-08-2024,0.6002
thiên tai,"Cảnh giác với âm mưu lợi dụng thiên tai để xuyên tạc, chống phá ...",https://baocantho.com.vn/canh-giac-voi-am-muu-loi-dung-thien-tai-de-xuyen-tac-chong-pha-a178353.html,16-09-2024,0.5993
môi trường,Nhiều hoạt động thiết thực hưởng ứng Ngày Môi trường thế giới 5-6 ...,https://baocantho.com.vn/nhieu-hoat-dong-thiet-thuc-huong-ung-ngay-moi-truong-the-gioi-5-6-a174563.html,5/6/2024,599
lũ lụt,Thái Lan thành lập trung tâm quốc gia ứng phó lũ lụt - Báo Cần Thơ ...,https://baocantho.com.vn/thai-lan-thanh-lap-trung-tam-quoc-gia-ung-pho-lu-lut-a178385.html,17-09-2024,0.5958
biến đổi,Báo động “mối đe dọa chưa từng có” do biến đổi khí hậu - Báo Cần ...,https://baocantho.com.vn/bao-dong-moi-de-doa-chua-tung-co-do-bien-doi-khi-hau-a180052.html,3/11/2024,0.5946
môi trường,"Xây dựng bộ tiêu chí đánh giá, xếp hạng môi trường kinh doanh cấp ...",https://baocantho.com.vn/xay-dung-bo-tieu-chi-danh-gia-xep-hang-moi-truong-kinh-doanh-cap-tinh-doi-voi-kinh-te-tap-the-htx--a176197.html,17-07-2024,0.5919
thiên tai,"Nâng cao năng lực cộng đồng phòng, chống thiên tai - Báo Cần ...",https://baocantho.com.vn/nang-cao-nang-luc-cong-dong-phong-chong-thien-tai-a181424.html,13-12-2024,0.5886
phát triển bền vững,"CNH, HĐH tạo động lực cho ĐBSCL phát triển bền vững - Báo Cần ...",https://baocantho.com.vn/cnh-hdh-tao-dong-luc-cho-dbscl-phat-trien-ben-vung-a180964.html,29-11-2024,0.5879
thiên tai,"Lực lượng vũ trang tham gia phòng, chống thiên tai - Báo Cần Thơ ...",https://baocantho.com.vn/luc-luong-vu-trang-tham-gia-phong-chong-thien-tai-a174581.html,6/6/2024,0.5878
thiên tai,"Phát huy tính chủ động phòng, chống thiên tai, ngăn ngừa sạt lở ...",https://baocantho.com.vn/phat-huy-tinh-chu-dong-phong-chong-thien-tai-ngan-ngua-sat-lo-a176393.html,23-07-2024,0.5877
phát triển bền vững,Tìm hướng phát triển bền vững cho du lịch chuyên đề - Báo Cần ...,https://baocantho.com.vn/tim-huong-phat-trien-ben-vung-cho-du-lich-chuyen-de-a170118.html,12/2/2024,0.5871
khí hậu,Chính sách khí hậu của EU gặp khó vì phe cực hữu - Báo Cần Thơ ...,https://baocantho.com.vn/chinh-sach-khi-hau-cua-eu-gap-kho-vi-phe-cuc-huu-a180248.html,9/11/2024,0.5856
năng lượng,"Indonesia, Philippines đi đầu tái khởi động năng lượng hạt nhân ...",https://baocantho.com.vn/indonesia-philippines-di-dau-tai-khoi-dong-nang-luong-hat-nhan-a181244.html,8/12/2024,0.5847
thảm họa,Châu Á tưởng niệm các nạn nhân trong thảm họa sóng thần năm ...,https://baocantho.com.vn/chau-a-tuong-niem-cac-nan-nhan-trong-tham-hoa-song-than-nam-2004-a181895.html,27-12-2024,0.5845
rừng,Vừa phát triển kinh tế vừa bảo vệ rừng - Báo Cần Thơ Online,https://baocantho.com.vn/vua-phat-trien-kinh-te-vua-bao-ve-rung-a173736.html,16-05-2024,0.5779
môi trường,Môi Trường Minh Tâm chính thức có mặt Cần Thơ - Cung cấp dịch ...,https://baocantho.com.vn/moi-truong-minh-tam-chinh-thuc-co-mat-can-tho-cung-cap-dich-vu-moi-truong-toan-dien-a181541.html,16-12-2024,0.5776
hạn hán,Kênh đào Panama vẫn đạt doanh thu ấn tượng dù hạn hán - Báo ...,https://baocantho.com.vn/kenh-dao-panama-van-dat-doanh-thu-an-tuong-du-han-han-a179817.html,27-10-2024,0.5772
giờ Trái đất,"Vận động doanh nghiệp hưởng ứng Chiến dịch ""Giờ Trái đất"" năm ...",https://baocantho.com.vn/van-dong-doanh-nghiep-huong-ung-chien-dich-gio-trai-dat-nam-2024-a171541.html,22-03-2024,0.5755
rừng,Tổng thống Mỹ có chuyến thăm lịch sử đến rừng nhiệt đới Amazon ...,https://baocantho.com.vn/tong-thong-my-co-chuyen-tham-lich-su-den-rung-nhiet-doi-amazon-a180585.html,18-11-2024,0.5751
môi trường,“Cười xuyên biên giới” và thông điệp bảo vệ môi trường - Báo Cần ...,https://baocantho.com.vn/-cuoi-xuyen-bien-gioi-va-thong-diep-bao-ve-moi-truong-a180728.html,14-12-2024,575
thiên tai,"Tuân thủ quy định về phòng, chống thiên tai - Báo Cần Thơ Online",https://baocantho.com.vn/tuan-thu-quy-dinh-ve-phong-chong-thien-tai-a178345.html,16-09-2024,0.5744
thiên tai,"Nâng cao hiệu quả công tác phòng, chống thiên tai, cứu hộ, cứu ...",https://baocantho.com.vn/nang-cao-hieu-qua-cong-tac-phong-chong-thien-tai-cuu-ho-cuu-nan-a175650.html,4/7/2024,0.5731
thiên tai,Thiên tai gây thiệt hại nặng ở châu Phi - Báo Cần Thơ Online,https://baocantho.com.vn/thien-tai-gay-thiet-hai-nang-o-chau-phi-a173041.html,27-04-2024,0.5728
biến đổi,Biến đổi khí hậu đe dọa sức khỏe toàn cầu - Báo Cần Thơ Online,https://baocantho.com.vn/bien-doi-khi-hau-de-doa-suc-khoe-toan-cau-a180261.html,9/11/2024,0.5722
môi trường,"Trồng cây xanh cải thiện môi trường, giảm nhẹ thiên tai... - Báo Cần ...",https://baocantho.com.vn/trong-cay-xanh-cai-thien-moi-truong-giam-nhe-thien-tai--a170966.html,8/3/2024,0.5705
thiên tai,"Tăng cường phòng, chống thiên tai cao điểm mùa mưa bão - Báo ...",https://baocantho.com.vn/tang-cuong-phong-chong-thien-tai-cao-diem-mua-mua-bao-a178226.html,12/9/2024,0.5682
băng,Công viên giải trí băng tuyết lớn nhất thế giới ở Trung Quốc - Báo ...,https://baocantho.com.vn/cong-vien-giai-tri-bang-tuyet-lon-nhat-the-gioi-o-trung-quoc-a168788.html,9/1/2024,0.5646
phát triển xanh,"Phát triển xanh là xu hướng tất yếu, cần sự tham gia của toàn xã hội ...",https://baocantho.com.vn/phat-trien-xanh-la-xu-huong-tat-yeu-can-su-tham-gia-cua-toan-xa-hoi-a178962.html,2/10/2024,562
hạn hán,"Chủ động ứng phó nguy cơ hạn hán, xâm nhập mặn, phòng, chống ...",https://baocantho.com.vn/video/xem-video/chu-dong-ung-pho-nguy-co-han-han-xam-nhap-man-phong-chong-thien-tai-3244.html,29-03-2024,0.5578
thích ứng,"Sản xuất nông nghiệp thích ứng khô hạn, xâm nhập mặn - Báo Cần ...",https://baocantho.com.vn/san-xuat-nong-nghiep-thich-ung-kho-han-xam-nhap-man-a171133.html,12/3/2024,0.5577
môi trường,Ngành tài nguyên và Môi trường TP Cần Thơ hoàn thành nhiệm vụ ...,https://baocantho.com.vn/video/xem-video/nganh-tai-nguyen-va-moi-truong-tp-can-tho-hoan-thanh-nhiem-vu-de-ra-3643.html,29-12-2024,0.5558
thiên tai,"Nâng cao hiệu quả phòng, chống thiên tai - Báo Cần Thơ Online",https://baocantho.com.vn/nang-cao-hieu-qua-phong-chong-thien-tai-a173944.html,21-05-2024,0.5555
môi trường,Phường An Bình ra quân tổng vệ sinh môi trường - Báo Cần Thơ ...,https://baocantho.com.vn/phuong-an-binh-ra-quan-tong-ve-sinh-moi-truong-a181473.html,15-12-2024,0.5502
môi trường,Phát động Tết trồng cây và chương trình “Môi trường sạch - cuộc ...,https://baocantho.com.vn/phat-dong-tet-trong-cay-va-chuong-trinh-moi-truong-sach-cuoc-song-xanh--a174561.html,5/6/2024,0.5497
phát triển bền vững,“Chuyển đổi kép” đưa ÐBSCL phát triển bền vững - Báo Cần Thơ ...,https://baocantho.com.vn/-chuyen-doi-kep-dua-bscl-phat-trien-ben-vung-a174366.html,1/6/2024,0.5497
môi trường,"Ðề nghị kiểm tra, xử lý tình trạng ô nhiễm môi trường - Báo Cần Thơ ...",https://baocantho.com.vn/-e-nghi-kiem-tra-xu-ly-tinh-trang-o-nhiem-moi-truong-a177472.html,20-08-2024,0.5462
băng,Hoàn thiện các tuyến cao tốc tạo đường băng cho ĐBSCL cất cánh ...,https://baocantho.com.vn/hoan-thien-cac-tuyen-cao-toc-tao-duong-bang-cho-dbscl-cat-canh-a180774.html,24-11-2024,0.5437
rừng,Người gác rừng ở Vườn Quốc gia Tràm Chim - Báo Cần Thơ Online,https://baocantho.com.vn/nguoi-gac-rung-o-vuon-quoc-gia-tram-chim-a181406.html,12/12/2024,0.5397
môi trường,“Ngày Trong Xanh” – Hành trình lan tỏa tình yêu môi trường qua âm ...,https://baocantho.com.vn/-ngay-trong-xanh-hanh-trinh-lan-toa-tinh-yeu-moi-truong-qua-am-nhac-a180757.html,23-11-2024,0.5372
môi trường,Chung tay bảo vệ môi trường vì một thế giới sạch hơn - Báo Cần ...,https://baocantho.com.vn/chung-tay-bao-ve-moi-truong-vi-mot-the-gioi-sach-hon-a178771.html,27-09-2024,0.5363
môi trường,Ra quân dọn dẹp vệ sinh môi trường hồ Búng Xáng - Báo Cần Thơ ...,https://baocantho.com.vn/ra-quan-don-dep-ve-sinh-moi-truong-ho-bung-xang-a169352.html,23-01-2024,0.5353
năng lượng,Cuộc đua làm chủ năng lượng hạt nhân - Báo Cần Thơ Online,https://baocantho.com.vn/cuoc-dua-lam-chu-nang-luong-hat-nhan-a178819.html,29-09-2024,0.5353
môi trường,Hạt vi nhựa bủa vây môi trường sống - Báo Cần Thơ Online,https://baocantho.com.vn/hat-vi-nhua-bua-vay-moi-truong-song-a168988.html,14-01-2024,0.5337
môi trường,Nâng cao chất lượng môi trường nông thôn - Báo Cần Thơ Online,https://baocantho.com.vn/nang-cao-chat-luong-moi-truong-nong-thon-a172966.html,26-04-2024,0.5309
giờ Trái đất,"Trồng cây xanh, chạy bộ hưởng ứng Chiến dịch “Giờ trái đất” năm ...",https://baocantho.com.vn/trong-cay-xanh-chay-bo-huong-ung-chien-dich-gio-trai-dat-nam-2024-a171584.html,24-03-2024,0.5186
rừng,Kiên Giang: Bắt 2 đối tượng khai thác rừng trái phép ở Phú Quốc ...,https://baocantho.com.vn/kien-giang-bat-2-doi-tuong-khai-thac-rung-trai-phep-o-phu-quoc-a180215.html,8/11/2024,515
rừng,Làm du lịch kết hợp giữ rừng - Báo Cần Thơ Online,https://baocantho.com.vn/lam-du-lich-ket-hop-giu-rung-a169051.html,16-01-2024,0.5124
rừng,"Cháy rừng ở Cà Mau, thiệt hại khoảng 40ha rừng tràm tái sinh - Báo ...",https://baocantho.com.vn/chay-rung-o-ca-mau-thiet-hai-khoang-40ha-rung-tram-tai-sinh-a172338.html,11/4/2024,0.5112
rừng,Cháy rừng dữ dội ở Chile - Báo Cần Thơ Online,https://baocantho.com.vn/chay-rung-du-doi-o-chile-a170007.html,6/2/2024,0.5093
giờ Trái đất,Tuổi trẻ TP Cần Thơ hưởng ứng Chiến dịch “Giờ Trái đất” năm 2024 ...,https://baocantho.com.vn/tuoi-tre-tp-can-tho-huong-ung-chien-dich-gio-trai-dat-nam-2024-a171600.html,24-03-2024,0.5058
